

 singleAnnot.muscleDN 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"04010"	"MAPK signaling pathway"	"muscle.DN"	NA	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	0.861991612601304	1	0.644797178130512	6.02361215774931	4	220	0.474463576676825	1	1.06477373558119	9.4498869630746	10	220	0.982976883013593	1	0.240769732550554	3.92363727706606	1	220	0.000742097812503717	1	2.07659687251524	16.5049833887043	30	184	0.0458490092312738	1	1.47018421271985	21.1915836101883	29	184
"04964"	"Proximal tubule bicarbonate reclamation"	"muscle.DN"	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	0.376817750477718	1	2.23148148148148	0.465460939462447	1	17	0.52664192425017	1	1.39485294117647	0.730218538055765	1	17	0.264017150869939	1	3.47678571428571	0.303190153227832	1	17	8.64502269275487e-05	1	10.3501577287066	1.25581395348837	7	14	NA	NA	NA	NA	NA	NA
"00250"	"Alanine, aspartate and glutamate metabolism"	"muscle.DN"	NA	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.667459238187021	1	0.927941176470588	1.07385079125848	1	25	0.0722988462180906	1	4.89855072463768	0.445867872393871	2	25	0.000784416593575934	1	5.17721518987342	2.15282392026578	8	24	0.533790425231325	1	1.0982359045313	2.7641196013289	3	24
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"72515"	"Wdr43"	"WD repeat domain 43"	NA	NA	NA	NA	NA	TRUE
"72554"	"Utp14a"	"UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)"	NA	NA	NA	NA	NA	TRUE
"73674"	"Wdr75"	"WD repeat domain 75"	NA	NA	NA	NA	NA	TRUE
"74126"	"Syvn1"	"synovial apoptosis inhibitor 1, synoviolin"	NA	NA	NA	NA	NA	TRUE
"80286"	"Tusc3"	"tumor suppressor candidate 3"	NA	TRUE	NA	NA	NA	NA


 complementCascade.skin7UP 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"04610"	"Complement and coagulation cascades"	"skin.T7.UP"	NA	TRUE	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	1.93998398352577e-06	1	8.4014053579271	1.53328309469982	10	56	NA	NA	NA	NA	NA	NA	0.637542668339242	1	1.0012987012987	0.998744034162271	1	56	0.995899185924868	1	0.175492911846179	5.20265780730897	1	58	0.814841337703849	1	0.721434145893587	6.67995570321152	5	58
"05150"	"Staphylococcus aureus infection"	"skin.T7.UP"	NA	TRUE	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	1.8192341263828e-05	1	10.5603921568627	0.8761617683999	7	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.979262595009665	1	0.251393188854489	3.67774086378738	1	41	0.958813382500811	1	0.391056608447913	4.72203765227021	2	41
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"12258"	"Serping1"	"serine (or cysteine) peptidase inhibitor, clade G, member 1"	NA	TRUE	NA	NA	NA	NA
"12260"	"C1qb"	"complement component 1, q subcomponent, beta polypeptide"	NA	NA	NA	NA	NA	TRUE
"12263"	"C2"	"complement component 2 (within H-2S)"	NA	TRUE	NA	NA	NA	NA
"12266"	"C3"	"complement component 3"	NA	TRUE	NA	NA	NA	NA
"12267"	"C3ar1"	"complement component 3a receptor 1"	NA	NA	NA	NA	NA	TRUE
"12628"	"Cfh"	"complement component factor h"	NA	TRUE	NA	NA	NA	NA
"12630"	"Cfi"	"complement component factor i"	NA	TRUE	NA	NA	NA	NA
"14061"	"F2"	"coagulation factor II"	NA	NA	NA	NA	NA	TRUE
"14062"	"F2r"	"coagulation factor II (thrombin) receptor"	NA	NA	NA	NA	NA	TRUE
"14129"	"Fcgr1"	"Fc receptor, IgG, high affinity I"	NA	TRUE	NA	NA	NA	NA
"16408"	"Itgal"	"integrin alpha L"	NA	TRUE	NA	NA	NA	NA
"17174"	"Masp1"	"mannan-binding lectin serine peptidase 1"	NA	NA	NA	NA	TRUE	NA
"18787"	"Serpine1"	"serine (or cysteine) peptidase inhibitor, clade E, member 1"	NA	TRUE	NA	NA	NA	TRUE
"18791"	"Plat"	"plasminogen activator, tissue"	NA	TRUE	NA	NA	NA	NA
"18793"	"Plaur"	"plasminogen activator, urokinase receptor"	NA	TRUE	NA	NA	NA	NA
"21788"	"Tfpi"	"tissue factor pathway inhibitor"	NA	TRUE	NA	NA	NA	NA
"50909"	"C1ra"	"complement component 1, r subcomponent A"	NA	TRUE	NA	NA	NA	NA
"56373"	"Cpb2"	"carboxypeptidase B2 (plasma)"	NA	NA	NA	TRUE	NA	NA


 oxidativePhosphorylation.skinT14DN.muscleDN 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"00190"	"Oxidative phosphorylation"	"skin.T14.DN,muscle.DN"	NA	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23426953186082e-07	1	5.4161220043573	4.25244913338357	18	99	0.531815259246083	1	1.13939937247871	1.76563677467973	2	99	5.72383827484709e-05	1	3.05235318052353	8.43189368770764	21	94	0.996449673618862	1	0.335059331175836	10.8261351052049	4	94
"05012"	"Parkinson's disease"	"skin.T14.DN,muscle.DN"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.277126080524696	1	3.32560137457045	0.320020095453404	1	98	0.756359695093952	1	0.735202492211838	2.68324541572469	2	98	4.21795910319979e-10	1	6.78727272727273	4.20949510173323	21	98	0.832306858375845	1	0.561561119293078	1.74780205978397	1	98	2.21230814980714e-07	1	4.019617630909	8.25249169435216	25	92	0.985897548584812	1	0.434740050899125	10.5957918050941	5	92
"05016"	"Huntington's disease"	"skin.T14.DN,muscle.DN"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.374691265914993	1	2.27857142857143	0.46043707611153	1	141	0.981424825110749	1	0.246825396825397	3.86058779201206	1	141	3.69490667723365e-07	1	4.305	6.05651846269781	21	141	0.463443946354607	1	1.20588235294118	2.51469480030143	3	141	4.24957642808764e-06	1	3.04709254709255	11.3920265780731	28	127	0.993841709503814	1	0.438712306438468	14.6267995570321	7	127
"05010"	"Alzheimer's disease"	"skin.T14.DN,muscle.DN"	NA	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	0.883393061384486	1	0.53803019410496	3.61416729464959	2	132	3.73671107636311e-05	1	3.54686617730096	5.66993217784476	17	132	0.420610310988563	1	1.29309165526676	2.35418236623964	3	132	1.06408099124488e-06	1	3.32328482328482	10.6744186046512	28	119	0.999701386099921	1	0.260109750949768	13.7054263565891	4	119
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"108664"	"Atp6v1h"	"ATPase, H+ transporting, lysosomal V1 subunit H"	NA	NA	NA	NA	NA	TRUE
"11739"	"Slc25a4"	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4"	NA	NA	NA	NA	TRUE	NA
"11946"	"Atp5a1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1"	NA	NA	NA	NA	TRUE	NA
"11949"	"Atp5c1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"	NA	NA	NA	NA	TRUE	NA
"11950"	"Atp5f1"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"	NA	NA	TRUE	NA	TRUE	NA
"11964"	"Atp6v1a"	"ATPase, H+ transporting, lysosomal V1 subunit A"	NA	NA	NA	NA	NA	TRUE
"11972"	"Atp6v0d1"	"ATPase, H+ transporting, lysosomal V0 subunit D1"	NA	NA	NA	NA	NA	TRUE
"12028"	"Bax"	"BCL2-associated X protein"	NA	NA	NA	NA	NA	TRUE
"12333"	"Capn1"	"calpain 1"	NA	NA	NA	NA	TRUE	NA
"12367"	"Casp3"	"caspase 3"	NA	TRUE	NA	NA	NA	TRUE
"12856"	"Cox17"	"cytochrome c oxidase, subunit XVII assembly protein homolog (yeast)"	NA	NA	TRUE	NA	NA	NA
"12857"	"Cox4i1"	"cytochrome c oxidase subunit IV isoform 1"	NA	NA	TRUE	NA	NA	NA
"12913"	"Creb3"	"cAMP responsive element binding protein 3"	NA	NA	NA	NA	NA	TRUE
"13063"	"Cycs"	"cytochrome c, somatic"	NA	NA	NA	NA	TRUE	NA
"14102"	"Fas"	"Fas (TNF receptor superfamily member 6)"	NA	NA	NA	NA	TRUE	NA
"14433"	"Gapdh"	"glyceraldehyde-3-phosphate dehydrogenase"	NA	NA	NA	NA	TRUE	NA
"14810"	"Grin1"	"glutamate receptor, ionotropic, NMDA1 (zeta 1)"	NA	NA	NA	TRUE	NA	NA
"15114"	"Hap1"	"huntingtin-associated protein 1"	NA	NA	NA	TRUE	NA	NA
"16438"	"Itpr1"	"inositol 1,4,5-trisphosphate receptor 1"	NA	NA	NA	NA	TRUE	NA
"16956"	"Lpl"	"lipoprotein lipase"	NA	NA	NA	NA	TRUE	NA
"17718"	"ND3"	"NADH dehydrogenase subunit 3"	NA	NA	TRUE	NA	NA	NA
"17762"	"Mapt"	"microtubule-associated protein tau"	NA	NA	NA	NA	NA	TRUE
"17992"	"Ndufa4"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4"	NA	NA	TRUE	NA	NA	NA
"17995"	"Ndufv1"	"NADH dehydrogenase (ubiquinone) flavoprotein 1"	NA	NA	NA	NA	TRUE	NA
"19056"	"Ppp3cb"	"protein phosphatase 3, catalytic subunit, beta isoform"	NA	NA	NA	NA	TRUE	NA
"19712"	"Rest"	"RE1-silencing transcription factor"	NA	NA	NA	NA	NA	TRUE
"20656"	"Sod2"	"superoxide dismutase 2, mitochondrial"	NA	NA	NA	NA	TRUE	NA
"21780"	"Tfam"	"transcription factor A, mitochondrial"	NA	NA	NA	NA	TRUE	NA
"217864"	"Rcor1"	"REST corepressor 1"	NA	NA	NA	NA	NA	TRUE
"21937"	"Tnfrsf1a"	"tumor necrosis factor receptor superfamily, member 1a"	NA	NA	NA	NA	NA	TRUE
"22201"	"Uba1"	"ubiquitin-like modifier activating enzyme 1"	NA	NA	NA	NA	NA	TRUE
"22213"	"Ube2g2"	"ubiquitin-conjugating enzyme E2G 2"	NA	NA	NA	NA	NA	TRUE
"22223"	"Uchl1"	"ubiquitin carboxy-terminal hydrolase L1"	NA	NA	NA	NA	NA	TRUE
"22273"	"Uqcrc1"	"ubiquinol-cytochrome c reductase core protein 1"	NA	NA	NA	NA	TRUE	NA
"22333"	"Vdac1"	"voltage-dependent anion channel 1"	NA	NA	NA	NA	TRUE	NA
"22334"	"Vdac2"	"voltage-dependent anion channel 2"	NA	NA	TRUE	NA	NA	NA
"22335"	"Vdac3"	"voltage-dependent anion channel 3"	NA	NA	TRUE	NA	TRUE	NA
"225887"	"Ndufs8"	"NADH dehydrogenase (ubiquinone) Fe-S protein 8"	NA	NA	NA	NA	TRUE	NA
"226641"	"Atf6"	"activating transcription factor 6"	NA	NA	NA	NA	NA	TRUE
"227197"	"Ndufs1"	"NADH dehydrogenase (ubiquinone) Fe-S protein 1"	NA	NA	NA	NA	TRUE	NA
"228033"	"Atp5g3"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)"	NA	NA	TRUE	NA	NA	NA
"237336"	"Tbpl1"	"TATA box binding protein-like 1"	NA	NA	TRUE	NA	NA	TRUE
"54405"	"Ndufa1"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1"	NA	NA	TRUE	NA	NA	NA
"56791"	"Ube2l6"	"ubiquitin-conjugating enzyme E2L 6"	NA	TRUE	NA	NA	NA	NA
"57320"	"Park7"	"Parkinson disease (autosomal recessive, early onset) 7"	NA	NA	TRUE	NA	NA	NA
"64704"	"Htra2"	"HtrA serine peptidase 2"	NA	NA	NA	NA	NA	TRUE
"66046"	"Ndufb5"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5"	NA	NA	TRUE	NA	TRUE	NA
"66052"	"Sdhc"	"succinate dehydrogenase complex, subunit C, integral membrane protein"	NA	NA	NA	NA	TRUE	NA
"66237"	"Atp6v1g2"	"ATPase, H+ transporting, lysosomal V1 subunit G2"	NA	NA	NA	TRUE	NA	NA
"66290"	"Atp6v1g1"	"ATPase, H+ transporting, lysosomal V1 subunit G1"	NA	NA	NA	NA	NA	TRUE
"66340"	"Psenen"	"presenilin enhancer 2 homolog (C. elegans)"	NA	NA	TRUE	NA	NA	NA
"66377"	"Ndufc1"	"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1"	NA	NA	TRUE	NA	NA	NA
"66420"	"Polr2e"	"polymerase (RNA) II (DNA directed) polypeptide E"	NA	NA	TRUE	NA	NA	NA
"66445"	"Cyc1"	"cytochrome c-1"	NA	NA	NA	NA	TRUE	NA
"66495"	"Ndufb3"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3"	NA	NA	TRUE	NA	NA	NA
"66576"	"Uqcrh"	"ubiquinol-cytochrome c reductase hinge protein"	NA	NA	TRUE	NA	NA	NA
"66594"	"Uqcr11"	"ubiquinol-cytochrome c reductase, complex III subunit XI"	NA	NA	TRUE	NA	NA	NA
"66694"	"Uqcrfs1"	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"	NA	NA	NA	NA	TRUE	NA
"66925"	"Sdhd"	"succinate dehydrogenase complex, subunit D, integral membrane protein"	NA	NA	TRUE	NA	TRUE	NA
"66945"	"Sdha"	"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"	NA	NA	TRUE	NA	TRUE	NA
"67003"	"Uqcrc2"	"ubiquinol cytochrome c reductase core protein 2"	NA	NA	TRUE	NA	TRUE	NA
"67273"	"Ndufa10"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10"	NA	NA	NA	NA	TRUE	NA
"67530"	"Uqcrb"	"ubiquinol-cytochrome c reductase binding protein"	NA	NA	TRUE	NA	NA	NA
"67680"	"Sdhb"	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)"	NA	NA	TRUE	NA	TRUE	NA
"68198"	"Ndufb2"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2"	NA	NA	TRUE	NA	TRUE	NA
"68342"	"Ndufb10"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10"	NA	NA	NA	NA	TRUE	NA
"68375"	"Ndufa8"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8"	NA	NA	NA	NA	TRUE	NA
"68922"	"Dnaic1"	"dynein, axonemal, intermediate chain 1"	NA	NA	NA	NA	NA	TRUE
"70316"	"Ndufab1"	"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1"	NA	NA	NA	NA	TRUE	NA
"75406"	"Ndufs7"	"NADH dehydrogenase (ubiquinone) Fe-S protein 7"	NA	NA	NA	NA	TRUE	NA
"84682"	"Cox4i2"	"cytochrome c oxidase subunit IV isoform 2"	NA	NA	NA	TRUE	NA	NA


 TCA.skinT14DN.muscleDN 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"00010"	"Glycolysis / Gluconeogenesis"	"muscle.DN"	NA	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	0.14938440167184	1	2.35397867104184	1.34162270786235	3	49	0.352339644562926	1	1.4611801242236	2.10474755086662	3	49	NA	NA	NA	NA	NA	NA	3.34804770609741e-07	1	5.81790480193338	4.30564784053156	17	48	NA	NA	NA	NA	NA	NA
"00071"	"Fatty acid metabolism"	"muscle.DN"	TRUE	TRUE	TRUE	NA	TRUE	NA	0.111545941275893	1	9.36428571428571	0.117558402411454	1	36	0.633555954551971	1	1.01507936507937	0.985681989449887	1	36	0.0665005936073768	1	2.82784431137725	1.54634513941221	4	36	NA	NA	NA	NA	NA	NA	4.19039886827007e-05	1	5.74249201277955	2.78073089700997	11	31	NA	NA	NA	NA	NA	NA
"00640"	"Propanoate metabolism"	"muscle.DN"	TRUE	TRUE	TRUE	NA	TRUE	NA	0.00380326746413202	1	26.5387205387205	0.0946998241647827	2	29	0.554242091508734	1	1.27116402116402	0.794021602612409	1	29	0.0337332872383266	1	3.62634730538922	1.24566691785983	4	29	NA	NA	NA	NA	NA	NA	0.000130614144304037	1	6.23428571428571	2.15282392026578	9	24	NA	NA	NA	NA	NA	NA
"00630"	"Glyoxylate and dicarboxylate metabolism"	"muscle.DN"	TRUE	NA	TRUE	NA	TRUE	NA	0.0416914116894566	1	27.4722222222222	0.0424516453152474	1	13	NA	NA	NA	NA	NA	NA	0.104929352292485	1	4.08714362560516	0.558402411454408	2	13	NA	NA	NA	NA	NA	NA	4.68016725670392e-05	1	12.0788643533123	1.16611295681063	7	13	NA	NA	NA	NA	NA	NA
"00620"	"Pyruvate metabolism"	"muscle.DN"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00647718161056991	1	19.8585858585859	0.124089424767646	2	38	0.279320869777176	1	1.99169262720665	1.04044209997488	2	38	0.021934586358807	1	3.447426067908	1.63225320271289	5	38	0.496948398214867	1	1.4953667953668	0.677719166038684	1	38	9.62943086620677e-06	1	6.28461538461538	2.87043189368771	12	32	0.898098074055209	1	0.509822866344605	3.68549280177187	2	32
"00020"	"Citrate cycle (TCA cycle)"	"skin.T14.DN,muscle.DN"	TRUE	TRUE	TRUE	NA	TRUE	NA	0.0878003975644464	1	12.1635802469136	0.0914343129866868	1	28	0.541602234061921	1	1.31858710562414	0.766641547349912	1	28	0.000131405322021402	1	7.70121951219512	1.2027128862095	7	28	NA	NA	NA	NA	NA	NA	2.04927071115146e-10	1	15.9126213592233	2.24252491694352	15	25	NA	NA	NA	NA	NA	NA
"00280"	"Valine, leucine and isoleucine degradation"	"skin.T14.DN,muscle.DN"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.123203521199794	1	8.39529914529914	0.130620447123838	1	40	0.299804382265342	1	1.88588293162814	1.09520221049987	2	40	0.000232745815784918	1	5.79447852760736	1.71816126601356	8	40	0.159008267097498	1	2.9534706331045	0.713388595830193	2	40	4.59011689265034e-06	1	6.20549546916106	3.13953488372093	13	35	0.98648890847391	1	0.224096385542169	4.03100775193798	1	35
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"100470"	"Lao1"	"L-amino acid oxidase 1"	NA	NA	NA	TRUE	NA	NA
"103988"	"Gck"	"glucokinase"	NA	NA	NA	NA	TRUE	NA
"104776"	"Aldh6a1"	"aldehyde dehydrogenase family 6, subfamily A1"	NA	NA	TRUE	NA	NA	NA
"107029"	"Me2"	"malic enzyme 2, NAD(+)-dependent, mitochondrial"	NA	NA	NA	TRUE	NA	TRUE
"109264"	"Me3"	"malic enzyme 3, NADP(+)-dependent, mitochondrial"	NA	NA	NA	NA	TRUE	NA
"110695"	"Aldh7a1"	"aldehyde dehydrogenase family 7, member A1"	NA	TRUE	NA	NA	NA	NA
"11363"	"Acadl"	"acyl-Coenzyme A dehydrogenase, long-chain"	NA	NA	NA	NA	TRUE	NA
"11364"	"Acadm"	"acyl-Coenzyme A dehydrogenase, medium chain"	NA	NA	NA	NA	TRUE	NA
"11370"	"Acadvl"	"acyl-Coenzyme A dehydrogenase, very long chain"	NA	NA	NA	NA	TRUE	NA
"113868"	"Acaa1a"	"acetyl-Coenzyme A acyltransferase 1A"	NA	NA	NA	NA	TRUE	NA
"11429"	"Aco2"	"aconitase 2, mitochondrial"	NA	NA	NA	NA	TRUE	NA
"11668"	"Aldh1a1"	"aldehyde dehydrogenase family 1, subfamily A1"	NA	NA	NA	NA	TRUE	NA
"11761"	"Aox1"	"aldehyde oxidase 1"	NA	NA	NA	NA	NA	TRUE
"12183"	"Bpgm"	"2,3-bisphosphoglycerate mutase"	NA	NA	NA	NA	TRUE	NA
"12896"	"Cpt2"	"carnitine palmitoyltransferase 2"	NA	NA	NA	NA	TRUE	NA
"12974"	"Cs"	"citrate synthase"	NA	NA	NA	NA	TRUE	NA
"13382"	"Dld"	"dihydrolipoamide dehydrogenase"	NA	NA	TRUE	NA	TRUE	NA
"13807"	"Eno2"	"enolase 2, gamma neuronal"	NA	TRUE	NA	NA	NA	NA
"13808"	"Eno3"	"enolase 3, beta muscle"	NA	NA	NA	NA	TRUE	NA
"14081"	"Acsl1"	"acyl-CoA synthetase long-chain family member 1"	NA	NA	NA	NA	TRUE	NA
"14120"	"Fbp2"	"fructose bisphosphatase 2"	NA	NA	NA	NA	TRUE	NA
"14187"	"Akr1b8"	"aldo-keto reductase family 1, member B8"	NA	NA	NA	NA	NA	TRUE
"14433"	"Gapdh"	"glyceraldehyde-3-phosphate dehydrogenase"	NA	NA	NA	NA	TRUE	NA
"14751"	"Gpi1"	"glucose phosphate isomerase 1"	NA	NA	NA	NA	TRUE	NA
"15107"	"Hadh"	"hydroxyacyl-Coenzyme A dehydrogenase"	NA	NA	NA	NA	TRUE	NA
"16828"	"Ldha"	"lactate dehydrogenase A"	NA	NA	NA	NA	TRUE	NA
"16832"	"Ldhb"	"lactate dehydrogenase B"	NA	NA	NA	NA	TRUE	NA
"170718"	"Idh3b"	"isocitrate dehydrogenase 3 (NAD+) beta"	NA	NA	NA	NA	TRUE	NA
"17448"	"Mdh2"	"malate dehydrogenase 2, NAD (mitochondrial)"	NA	NA	NA	NA	TRUE	NA
"17449"	"Mdh1"	"malate dehydrogenase 1, NAD (soluble)"	NA	NA	TRUE	NA	TRUE	NA
"17850"	"Mut"	"methylmalonyl-Coenzyme A mutase"	NA	NA	NA	NA	TRUE	NA
"18642"	"Pfkm"	"phosphofructokinase, muscle"	NA	NA	NA	NA	TRUE	NA
"21991"	"Tpi1"	"triosephosphate isomerase 1"	NA	NA	NA	NA	TRUE	NA
"235339"	"Dlat"	"dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)"	NA	NA	NA	NA	TRUE	NA
"269951"	"Idh2"	"isocitrate dehydrogenase 2 (NADP+), mitochondrial"	NA	NA	NA	NA	TRUE	NA
"50790"	"Acsl4"	"acyl-CoA synthetase long-chain family member 4"	NA	NA	TRUE	NA	NA	NA
"52538"	"Acaa2"	"acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)"	NA	NA	NA	NA	TRUE	NA
"52815"	"Ldhd"	"lactate dehydrogenase D"	NA	NA	NA	NA	TRUE	NA
